profile,context,term,obligation,note
RO-Crate 1.2 context,,http://schema.org/UseAction,named in context,UseAction
RO-Crate 1.2 context,,http://schema.org/UsedCondition,named in context,UsedCondition
RO-Crate 1.2 context,,http://schema.org/UserBlocks,named in context,UserBlocks
RO-Crate 1.2 context,,http://schema.org/UserCheckins,named in context,UserCheckins
RO-Crate 1.2 context,,http://schema.org/UserComments,named in context,UserComments
RO-Crate 1.2 context,,http://schema.org/UserDownloads,named in context,UserDownloads
RO-Crate 1.2 context,,http://schema.org/UserInteraction,named in context,UserInteraction
RO-Crate 1.2 context,,http://schema.org/UserLikes,named in context,UserLikes
RO-Crate 1.2 context,,http://schema.org/UserPageVisits,named in context,UserPageVisits
RO-Crate 1.2 context,,http://schema.org/UserPlays,named in context,UserPlays
RO-Crate 1.2 context,,http://schema.org/UserPlusOnes,named in context,UserPlusOnes
RO-Crate 1.2 context,,http://schema.org/UserReview,named in context,UserReview
RO-Crate 1.2 context,,http://schema.org/UserTweets,named in context,UserTweets
RO-Crate 1.2 context,,http://schema.org/VacationRental,named in context,VacationRental
RO-Crate 1.2 context,,http://schema.org/VeganDiet,named in context,VeganDiet
RO-Crate 1.2 context,,http://schema.org/VegetarianDiet,named in context,VegetarianDiet
RO-Crate 1.2 context,,http://schema.org/Vehicle,named in context,Vehicle
RO-Crate 1.2 context,,http://schema.org/Vein,named in context,Vein
RO-Crate 1.2 context,,http://schema.org/VenueMap,named in context,VenueMap
RO-Crate 1.2 context,,http://schema.org/Vessel,named in context,Vessel
RO-Crate 1.2 context,,http://schema.org/VeterinaryCare,named in context,VeterinaryCare
RO-Crate 1.2 context,,http://schema.org/VideoGallery,named in context,VideoGallery
RO-Crate 1.2 context,,http://schema.org/VideoGame,named in context,VideoGame
RO-Crate 1.2 context,,http://schema.org/VideoGameClip,named in context,VideoGameClip
RO-Crate 1.2 context,,http://schema.org/VideoGameSeries,named in context,VideoGameSeries
RO-Crate 1.2 context,,http://schema.org/VideoObject,named in context,VideoObject
RO-Crate 1.2 context,,http://schema.org/VideoObjectSnapshot,named in context,VideoObjectSnapshot
RO-Crate 1.2 context,,http://schema.org/ViewAction,named in context,ViewAction
RO-Crate 1.2 context,,http://schema.org/VinylFormat,named in context,VinylFormat
RO-Crate 1.2 context,,http://schema.org/ViolenceConsideration,named in context,ViolenceConsideration
RO-Crate 1.2 context,,http://schema.org/VirtualLocation,named in context,VirtualLocation
RO-Crate 1.2 context,,http://schema.org/Virus,named in context,Virus
RO-Crate 1.2 context,,http://schema.org/VisualArtsEvent,named in context,VisualArtsEvent
RO-Crate 1.2 context,,http://schema.org/VisualArtwork,named in context,VisualArtwork
RO-Crate 1.2 context,,http://schema.org/VitalSign,named in context,VitalSign
RO-Crate 1.2 context,,http://schema.org/Volcano,named in context,Volcano
RO-Crate 1.2 context,,http://schema.org/VoteAction,named in context,VoteAction
RO-Crate 1.2 context,,http://schema.org/WPAdBlock,named in context,WPAdBlock
RO-Crate 1.2 context,,http://schema.org/WPFooter,named in context,WPFooter
RO-Crate 1.2 context,,http://schema.org/WPHeader,named in context,WPHeader
RO-Crate 1.2 context,,http://schema.org/WPSideBar,named in context,WPSideBar
RO-Crate 1.2 context,,http://schema.org/WantAction,named in context,WantAction
RO-Crate 1.2 context,,http://schema.org/WarrantyPromise,named in context,WarrantyPromise
RO-Crate 1.2 context,,http://schema.org/WarrantyScope,named in context,WarrantyScope
RO-Crate 1.2 context,,http://schema.org/WatchAction,named in context,WatchAction
RO-Crate 1.2 context,,http://schema.org/Waterfall,named in context,Waterfall
RO-Crate 1.2 context,,http://schema.org/WeaponConsideration,named in context,WeaponConsideration
RO-Crate 1.2 context,,http://schema.org/WearAction,named in context,WearAction
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementBack,named in context,WearableMeasurementBack
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementChestOrBust,named in context,WearableMeasurementChestOrBust
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementCollar,named in context,WearableMeasurementCollar
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementCup,named in context,WearableMeasurementCup
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementHeight,named in context,WearableMeasurementHeight
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementHips,named in context,WearableMeasurementHips
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementInseam,named in context,WearableMeasurementInseam
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementLength,named in context,WearableMeasurementLength
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementOutsideLeg,named in context,WearableMeasurementOutsideLeg
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementSleeve,named in context,WearableMeasurementSleeve
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementTypeEnumeration,named in context,WearableMeasurementTypeEnumeration
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementWaist,named in context,WearableMeasurementWaist
RO-Crate 1.2 context,,http://schema.org/WearableMeasurementWidth,named in context,WearableMeasurementWidth
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupBig,named in context,WearableSizeGroupBig
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupBoys,named in context,WearableSizeGroupBoys
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupEnumeration,named in context,WearableSizeGroupEnumeration
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupExtraShort,named in context,WearableSizeGroupExtraShort
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupExtraTall,named in context,WearableSizeGroupExtraTall
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupGirls,named in context,WearableSizeGroupGirls
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupHusky,named in context,WearableSizeGroupHusky
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupInfants,named in context,WearableSizeGroupInfants
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupJuniors,named in context,WearableSizeGroupJuniors
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupMaternity,named in context,WearableSizeGroupMaternity
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupMens,named in context,WearableSizeGroupMens
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupMisses,named in context,WearableSizeGroupMisses
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupPetite,named in context,WearableSizeGroupPetite
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupPlus,named in context,WearableSizeGroupPlus
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupRegular,named in context,WearableSizeGroupRegular
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupShort,named in context,WearableSizeGroupShort
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupTall,named in context,WearableSizeGroupTall
RO-Crate 1.2 context,,http://schema.org/WearableSizeGroupWomens,named in context,WearableSizeGroupWomens
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemAU,named in context,WearableSizeSystemAU
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemBR,named in context,WearableSizeSystemBR
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemCN,named in context,WearableSizeSystemCN
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemContinental,named in context,WearableSizeSystemContinental
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemDE,named in context,WearableSizeSystemDE
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemEN13402,named in context,WearableSizeSystemEN13402
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemEnumeration,named in context,WearableSizeSystemEnumeration
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemEurope,named in context,WearableSizeSystemEurope
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemFR,named in context,WearableSizeSystemFR
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemGS1,named in context,WearableSizeSystemGS1
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemIT,named in context,WearableSizeSystemIT
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemJP,named in context,WearableSizeSystemJP
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemMX,named in context,WearableSizeSystemMX
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemUK,named in context,WearableSizeSystemUK
RO-Crate 1.2 context,,http://schema.org/WearableSizeSystemUS,named in context,WearableSizeSystemUS
RO-Crate 1.2 context,,http://schema.org/WebAPI,named in context,WebAPI
RO-Crate 1.2 context,,http://schema.org/WebApplication,named in context,WebApplication
RO-Crate 1.2 context,,http://schema.org/WebContent,named in context,WebContent
RO-Crate 1.2 context,,http://schema.org/WebPage,named in context,WebPage
RO-Crate 1.2 context,,http://schema.org/WebPageElement,named in context,WebPageElement
RO-Crate 1.2 context,,http://schema.org/WebSite,named in context,WebSite
RO-Crate 1.2 context,,http://schema.org/Wednesday,named in context,Wednesday
RO-Crate 1.2 context,,http://schema.org/WesternConventional,named in context,WesternConventional
RO-Crate 1.2 context,,http://schema.org/Wholesale,named in context,Wholesale
RO-Crate 1.2 context,,http://schema.org/WholesaleStore,named in context,WholesaleStore
RO-Crate 1.2 context,,http://schema.org/WinAction,named in context,WinAction
RO-Crate 1.2 context,,http://schema.org/Winery,named in context,Winery
RO-Crate 1.2 context,,http://schema.org/Withdrawn,named in context,Withdrawn
RO-Crate 1.2 context,,http://schema.org/WorkBasedProgram,named in context,WorkBasedProgram
RO-Crate 1.2 context,,http://schema.org/WorkersUnion,named in context,WorkersUnion
RO-Crate 1.2 context,,http://schema.org/WriteAction,named in context,WriteAction
RO-Crate 1.2 context,,http://schema.org/WritePermission,named in context,WritePermission
RO-Crate 1.2 context,,http://schema.org/XPathType,named in context,XPathType
RO-Crate 1.2 context,,http://schema.org/XRay,named in context,XRay
RO-Crate 1.2 context,,http://schema.org/ZoneBoardingPolicy,named in context,ZoneBoardingPolicy
RO-Crate 1.2 context,,http://schema.org/Zoo,named in context,Zoo
RO-Crate 1.2 context,,http://schema.org/about,named in context,about
RO-Crate 1.2 context,,http://schema.org/abridged,named in context,abridged
RO-Crate 1.2 context,,http://schema.org/abstract,named in context,abstract
RO-Crate 1.2 context,,http://schema.org/accelerationTime,named in context,accelerationTime
RO-Crate 1.2 context,,http://schema.org/acceptedAnswer,named in context,acceptedAnswer
RO-Crate 1.2 context,,http://schema.org/acceptedOffer,named in context,acceptedOffer
RO-Crate 1.2 context,,http://schema.org/acceptedPaymentMethod,named in context,acceptedPaymentMethod
RO-Crate 1.2 context,,http://schema.org/acceptsReservations,named in context,acceptsReservations
RO-Crate 1.2 context,,http://schema.org/accessCode,named in context,accessCode
RO-Crate 1.2 context,,http://schema.org/accessMode,named in context,accessMode
RO-Crate 1.2 context,,http://schema.org/accessModeSufficient,named in context,accessModeSufficient
RO-Crate 1.2 context,,http://schema.org/accessibilityAPI,named in context,accessibilityAPI
RO-Crate 1.2 context,,http://schema.org/accessibilityControl,named in context,accessibilityControl
RO-Crate 1.2 context,,http://schema.org/accessibilityFeature,named in context,accessibilityFeature
RO-Crate 1.2 context,,http://schema.org/accessibilityHazard,named in context,accessibilityHazard
RO-Crate 1.2 context,,http://schema.org/accessibilitySummary,named in context,accessibilitySummary
RO-Crate 1.2 context,,http://schema.org/accommodationCategory,named in context,accommodationCategory
RO-Crate 1.2 context,,http://schema.org/accommodationFloorPlan,named in context,accommodationFloorPlan
RO-Crate 1.2 context,,http://schema.org/accountId,named in context,accountId
RO-Crate 1.2 context,,http://schema.org/accountMinimumInflow,named in context,accountMinimumInflow
RO-Crate 1.2 context,,http://schema.org/accountOverdraftLimit,named in context,accountOverdraftLimit
RO-Crate 1.2 context,,http://schema.org/accountablePerson,named in context,accountablePerson
RO-Crate 1.2 context,,http://schema.org/acquireLicensePage,named in context,acquireLicensePage
RO-Crate 1.2 context,,http://schema.org/acquiredFrom,named in context,acquiredFrom
RO-Crate 1.2 context,,http://schema.org/acrissCode,named in context,acrissCode
RO-Crate 1.2 context,,http://schema.org/actionAccessibilityRequirement,named in context,actionAccessibilityRequirement
RO-Crate 1.2 context,,http://schema.org/actionApplication,named in context,actionApplication
RO-Crate 1.2 context,,http://schema.org/actionOption,named in context,actionOption
RO-Crate 1.2 context,,http://schema.org/actionPlatform,named in context,actionPlatform
RO-Crate 1.2 context,,http://schema.org/actionStatus,named in context,actionStatus
RO-Crate 1.2 context,,http://schema.org/actionableFeedbackPolicy,named in context,actionableFeedbackPolicy
RO-Crate 1.2 context,,http://schema.org/activeIngredient,named in context,activeIngredient
RO-Crate 1.2 context,,http://schema.org/activityDuration,named in context,activityDuration
RO-Crate 1.2 context,,http://schema.org/activityFrequency,named in context,activityFrequency
RO-Crate 1.2 context,,http://schema.org/actor,named in context,actor
RO-Crate 1.2 context,,http://schema.org/actors,named in context,actors
RO-Crate 1.2 context,,http://schema.org/addOn,named in context,addOn
RO-Crate 1.2 context,,http://schema.org/additionalName,named in context,additionalName
RO-Crate 1.2 context,,http://schema.org/additionalNumberOfGuests,named in context,additionalNumberOfGuests
RO-Crate 1.2 context,,http://schema.org/additionalProperty,named in context,additionalProperty
RO-Crate 1.2 context,,http://schema.org/additionalType,named in context,additionalType
RO-Crate 1.2 context,,http://schema.org/additionalVariable,named in context,additionalVariable
RO-Crate 1.2 context,,http://schema.org/address,named in context,address
RO-Crate 1.2 context,,http://schema.org/addressCountry,named in context,addressCountry
RO-Crate 1.2 context,,http://schema.org/addressLocality,named in context,addressLocality
RO-Crate 1.2 context,,http://schema.org/addressRegion,named in context,addressRegion
RO-Crate 1.2 context,,http://schema.org/administrationRoute,named in context,administrationRoute
RO-Crate 1.2 context,,http://schema.org/advanceBookingRequirement,named in context,advanceBookingRequirement
RO-Crate 1.2 context,,http://schema.org/adverseOutcome,named in context,adverseOutcome
RO-Crate 1.2 context,,http://schema.org/affectedBy,named in context,affectedBy
RO-Crate 1.2 context,,http://schema.org/affiliation,named in context,affiliation
RO-Crate 1.2 context,,http://schema.org/afterMedia,named in context,afterMedia
RO-Crate 1.2 context,,http://schema.org/agent,named in context,agent
RO-Crate 1.2 context,,http://schema.org/aggregateRating,named in context,aggregateRating
RO-Crate 1.2 context,,http://schema.org/aircraft,named in context,aircraft
RO-Crate 1.2 context,,http://schema.org/album,named in context,album
RO-Crate 1.2 context,,http://schema.org/albumProductionType,named in context,albumProductionType
RO-Crate 1.2 context,,http://schema.org/albumRelease,named in context,albumRelease
RO-Crate 1.2 context,,http://schema.org/albumReleaseType,named in context,albumReleaseType
RO-Crate 1.2 context,,http://schema.org/albums,named in context,albums
RO-Crate 1.2 context,,http://schema.org/alcoholWarning,named in context,alcoholWarning
RO-Crate 1.2 context,,http://schema.org/algorithm,named in context,algorithm
RO-Crate 1.2 context,,http://schema.org/alignmentType,named in context,alignmentType
RO-Crate 1.2 context,,http://schema.org/alternateName,named in context,alternateName
RO-Crate 1.2 context,,http://schema.org/alternativeHeadline,named in context,alternativeHeadline
RO-Crate 1.2 context,,http://schema.org/alternativeOf,named in context,alternativeOf
RO-Crate 1.2 context,,http://schema.org/alumni,named in context,alumni
RO-Crate 1.2 context,,http://schema.org/alumniOf,named in context,alumniOf
RO-Crate 1.2 context,,http://schema.org/amenityFeature,named in context,amenityFeature
RO-Crate 1.2 context,,http://schema.org/amount,named in context,amount
RO-Crate 1.2 context,,http://schema.org/amountOfThisGood,named in context,amountOfThisGood
RO-Crate 1.2 context,,http://schema.org/announcementLocation,named in context,announcementLocation
RO-Crate 1.2 context,,http://schema.org/annualPercentageRate,named in context,annualPercentageRate
RO-Crate 1.2 context,,http://schema.org/answerCount,named in context,answerCount
RO-Crate 1.2 context,,http://schema.org/answerExplanation,named in context,answerExplanation
RO-Crate 1.2 context,,http://schema.org/antagonist,named in context,antagonist
RO-Crate 1.2 context,,http://schema.org/appearance,named in context,appearance
RO-Crate 1.2 context,,http://schema.org/applicableCountry,named in context,applicableCountry
RO-Crate 1.2 context,,http://schema.org/applicableLocation,named in context,applicableLocation
RO-Crate 1.2 context,,http://schema.org/applicantLocationRequirements,named in context,applicantLocationRequirements
RO-Crate 1.2 context,,http://schema.org/application,named in context,application
RO-Crate 1.2 context,,http://schema.org/applicationCategory,named in context,applicationCategory
RO-Crate 1.2 context,,http://schema.org/applicationContact,named in context,applicationContact
RO-Crate 1.2 context,,http://schema.org/applicationDeadline,named in context,applicationDeadline
RO-Crate 1.2 context,,http://schema.org/applicationStartDate,named in context,applicationStartDate
RO-Crate 1.2 context,,http://schema.org/applicationSubCategory,named in context,applicationSubCategory
RO-Crate 1.2 context,,http://schema.org/applicationSuite,named in context,applicationSuite
RO-Crate 1.2 context,,http://schema.org/appliesToDeliveryMethod,named in context,appliesToDeliveryMethod
RO-Crate 1.2 context,,http://schema.org/appliesToPaymentMethod,named in context,appliesToPaymentMethod
RO-Crate 1.2 context,,http://schema.org/archiveHeld,named in context,archiveHeld
RO-Crate 1.2 context,,http://schema.org/archivedAt,named in context,archivedAt
RO-Crate 1.2 context,,http://schema.org/area,named in context,area
RO-Crate 1.2 context,,http://schema.org/areaServed,named in context,areaServed
RO-Crate 1.2 context,,http://schema.org/arrivalAirport,named in context,arrivalAirport
RO-Crate 1.2 context,,http://schema.org/arrivalBoatTerminal,named in context,arrivalBoatTerminal
RO-Crate 1.2 context,,http://schema.org/arrivalBusStop,named in context,arrivalBusStop
RO-Crate 1.2 context,,http://schema.org/arrivalGate,named in context,arrivalGate
RO-Crate 1.2 context,,http://schema.org/arrivalPlatform,named in context,arrivalPlatform
RO-Crate 1.2 context,,http://schema.org/arrivalStation,named in context,arrivalStation
RO-Crate 1.2 context,,http://schema.org/arrivalTerminal,named in context,arrivalTerminal
RO-Crate 1.2 context,,http://schema.org/arrivalTime,named in context,arrivalTime
RO-Crate 1.2 context,,http://schema.org/artEdition,named in context,artEdition
RO-Crate 1.2 context,,http://schema.org/artMedium,named in context,artMedium
RO-Crate 1.2 context,,http://schema.org/arterialBranch,named in context,arterialBranch
RO-Crate 1.2 context,,http://schema.org/artform,named in context,artform
RO-Crate 1.2 context,,http://schema.org/articleBody,named in context,articleBody
RO-Crate 1.2 context,,http://schema.org/articleSection,named in context,articleSection
RO-Crate 1.2 context,,http://schema.org/artist,named in context,artist
RO-Crate 1.2 context,,http://schema.org/artworkSurface,named in context,artworkSurface
RO-Crate 1.2 context,,http://schema.org/asin,named in context,asin
RO-Crate 1.2 context,,http://schema.org/aspect,named in context,aspect
RO-Crate 1.2 context,,http://schema.org/assembly,named in context,assembly
RO-Crate 1.2 context,,http://schema.org/assemblyVersion,named in context,assemblyVersion
RO-Crate 1.2 context,,http://schema.org/assesses,named in context,assesses
RO-Crate 1.2 context,,http://schema.org/associatedAnatomy,named in context,associatedAnatomy
RO-Crate 1.2 context,,http://schema.org/associatedArticle,named in context,associatedArticle
RO-Crate 1.2 context,,http://schema.org/associatedClaimReview,named in context,associatedClaimReview
RO-Crate 1.2 context,,http://schema.org/associatedDisease,named in context,associatedDisease
RO-Crate 1.2 context,,http://schema.org/associatedMedia,named in context,associatedMedia
RO-Crate 1.2 context,,http://schema.org/associatedMediaReview,named in context,associatedMediaReview
RO-Crate 1.2 context,,http://schema.org/associatedPathophysiology,named in context,associatedPathophysiology
RO-Crate 1.2 context,,http://schema.org/associatedReview,named in context,associatedReview
RO-Crate 1.2 context,,http://schema.org/athlete,named in context,athlete
RO-Crate 1.2 context,,http://schema.org/attendee,named in context,attendee
RO-Crate 1.2 context,,http://schema.org/attendees,named in context,attendees
RO-Crate 1.2 context,,http://schema.org/audience,named in context,audience
RO-Crate 1.2 context,,http://schema.org/audienceType,named in context,audienceType
RO-Crate 1.2 context,,http://schema.org/audio,named in context,audio
RO-Crate 1.2 context,,http://schema.org/authenticator,named in context,authenticator
RO-Crate 1.2 context,,http://schema.org/author,named in context,author
RO-Crate 1.2 context,,http://schema.org/availability,named in context,availability
RO-Crate 1.2 context,,http://schema.org/availabilityEnds,named in context,availabilityEnds
RO-Crate 1.2 context,,http://schema.org/availabilityStarts,named in context,availabilityStarts
RO-Crate 1.2 context,,http://schema.org/availableAtOrFrom,named in context,availableAtOrFrom
RO-Crate 1.2 context,,http://schema.org/availableChannel,named in context,availableChannel
RO-Crate 1.2 context,,http://schema.org/availableDeliveryMethod,named in context,availableDeliveryMethod
RO-Crate 1.2 context,,http://schema.org/availableFrom,named in context,availableFrom
RO-Crate 1.2 context,,http://schema.org/availableIn,named in context,availableIn
RO-Crate 1.2 context,,http://schema.org/availableLanguage,named in context,availableLanguage
RO-Crate 1.2 context,,http://schema.org/availableOnDevice,named in context,availableOnDevice
RO-Crate 1.2 context,,http://schema.org/availableService,named in context,availableService
RO-Crate 1.2 context,,http://schema.org/availableStrength,named in context,availableStrength
RO-Crate 1.2 context,,http://schema.org/availableTest,named in context,availableTest
RO-Crate 1.2 context,,http://schema.org/availableThrough,named in context,availableThrough
RO-Crate 1.2 context,,http://schema.org/award,named in context,award
RO-Crate 1.2 context,,http://schema.org/awards,named in context,awards
RO-Crate 1.2 context,,http://schema.org/awayTeam,named in context,awayTeam
RO-Crate 1.2 context,,http://schema.org/backstory,named in context,backstory
RO-Crate 1.2 context,,http://schema.org/bankAccountType,named in context,bankAccountType
RO-Crate 1.2 context,,http://schema.org/baseSalary,named in context,baseSalary
RO-Crate 1.2 context,,http://schema.org/bccRecipient,named in context,bccRecipient
RO-Crate 1.2 context,,http://schema.org/bed,named in context,bed
RO-Crate 1.2 context,,http://schema.org/beforeMedia,named in context,beforeMedia
RO-Crate 1.2 context,,http://schema.org/beneficiaryBank,named in context,beneficiaryBank
RO-Crate 1.2 context,,http://schema.org/benefits,named in context,benefits
RO-Crate 1.2 context,,http://schema.org/benefitsSummaryUrl,named in context,benefitsSummaryUrl
RO-Crate 1.2 context,,http://schema.org/bestRating,named in context,bestRating
RO-Crate 1.2 context,,http://schema.org/billingAddress,named in context,billingAddress
RO-Crate 1.2 context,,http://schema.org/billingDuration,named in context,billingDuration
RO-Crate 1.2 context,,http://schema.org/billingIncrement,named in context,billingIncrement
RO-Crate 1.2 context,,http://schema.org/billingPeriod,named in context,billingPeriod
RO-Crate 1.2 context,,http://schema.org/billingStart,named in context,billingStart
RO-Crate 1.2 context,,http://schema.org/bioChemInteraction,named in context,bioChemInteraction
RO-Crate 1.2 context,,http://schema.org/bioChemSimilarity,named in context,bioChemSimilarity
RO-Crate 1.2 context,,http://schema.org/biologicalRole,named in context,biologicalRole
RO-Crate 1.2 context,,http://schema.org/biomechnicalClass,named in context,biomechnicalClass
RO-Crate 1.2 context,,http://schema.org/birthDate,named in context,birthDate
RO-Crate 1.2 context,,http://schema.org/birthPlace,named in context,birthPlace
RO-Crate 1.2 context,,http://schema.org/bitrate,named in context,bitrate
RO-Crate 1.2 context,,http://schema.org/blogPost,named in context,blogPost
RO-Crate 1.2 context,,http://schema.org/blogPosts,named in context,blogPosts
RO-Crate 1.2 context,,http://schema.org/bloodSupply,named in context,bloodSupply
RO-Crate 1.2 context,,http://schema.org/boardingGroup,named in context,boardingGroup
RO-Crate 1.2 context,,http://schema.org/boardingPolicy,named in context,boardingPolicy
RO-Crate 1.2 context,,http://schema.org/bodyLocation,named in context,bodyLocation
RO-Crate 1.2 context,,http://schema.org/bodyType,named in context,bodyType
RO-Crate 1.2 context,,http://schema.org/bookEdition,named in context,bookEdition
RO-Crate 1.2 context,,http://schema.org/bookFormat,named in context,bookFormat
RO-Crate 1.2 context,,http://schema.org/bookingAgent,named in context,bookingAgent
RO-Crate 1.2 context,,http://schema.org/bookingTime,named in context,bookingTime
RO-Crate 1.2 context,,http://schema.org/borrower,named in context,borrower
RO-Crate 1.2 context,,http://schema.org/box,named in context,box
RO-Crate 1.2 context,,http://schema.org/branch,named in context,branch
RO-Crate 1.2 context,,http://schema.org/branchCode,named in context,branchCode
RO-Crate 1.2 context,,http://schema.org/branchOf,named in context,branchOf
RO-Crate 1.2 context,,http://schema.org/brand,named in context,brand
RO-Crate 1.2 context,,http://schema.org/breadcrumb,named in context,breadcrumb
RO-Crate 1.2 context,,http://schema.org/breastfeedingWarning,named in context,breastfeedingWarning
RO-Crate 1.2 context,,http://schema.org/broadcastAffiliateOf,named in context,broadcastAffiliateOf
RO-Crate 1.2 context,,http://schema.org/broadcastChannelId,named in context,broadcastChannelId
RO-Crate 1.2 context,,http://schema.org/broadcastDisplayName,named in context,broadcastDisplayName
RO-Crate 1.2 context,,http://schema.org/broadcastFrequency,named in context,broadcastFrequency
RO-Crate 1.2 context,,http://schema.org/broadcastFrequencyValue,named in context,broadcastFrequencyValue
RO-Crate 1.2 context,,http://schema.org/broadcastOfEvent,named in context,broadcastOfEvent
RO-Crate 1.2 context,,http://schema.org/broadcastServiceTier,named in context,broadcastServiceTier
RO-Crate 1.2 context,,http://schema.org/broadcastSignalModulation,named in context,broadcastSignalModulation
RO-Crate 1.2 context,,http://schema.org/broadcastSubChannel,named in context,broadcastSubChannel
RO-Crate 1.2 context,,http://schema.org/broadcastTimezone,named in context,broadcastTimezone
RO-Crate 1.2 context,,http://schema.org/broadcaster,named in context,broadcaster
RO-Crate 1.2 context,,http://schema.org/broker,named in context,broker
RO-Crate 1.2 context,,http://schema.org/browserRequirements,named in context,browserRequirements
RO-Crate 1.2 context,,http://schema.org/busName,named in context,busName
RO-Crate 1.2 context,,http://schema.org/busNumber,named in context,busNumber
RO-Crate 1.2 context,,http://schema.org/businessDays,named in context,businessDays
RO-Crate 1.2 context,,http://schema.org/businessFunction,named in context,businessFunction
RO-Crate 1.2 context,,http://schema.org/buyer,named in context,buyer
RO-Crate 1.2 context,,http://schema.org/byArtist,named in context,byArtist
RO-Crate 1.2 context,,http://schema.org/byDay,named in context,byDay
RO-Crate 1.2 context,,http://schema.org/byMonth,named in context,byMonth
RO-Crate 1.2 context,,http://schema.org/byMonthDay,named in context,byMonthDay
RO-Crate 1.2 context,,http://schema.org/byMonthWeek,named in context,byMonthWeek
RO-Crate 1.2 context,,http://schema.org/callSign,named in context,callSign
RO-Crate 1.2 context,,http://schema.org/calories,named in context,calories
RO-Crate 1.2 context,,http://schema.org/candidate,named in context,candidate
RO-Crate 1.2 context,,http://schema.org/caption,named in context,caption
RO-Crate 1.2 context,,http://schema.org/carbohydrateContent,named in context,carbohydrateContent
RO-Crate 1.2 context,,http://schema.org/cargoVolume,named in context,cargoVolume
RO-Crate 1.2 context,,http://schema.org/carrier,named in context,carrier
RO-Crate 1.2 context,,http://schema.org/carrierRequirements,named in context,carrierRequirements
RO-Crate 1.2 context,,http://schema.org/cashBack,named in context,cashBack
RO-Crate 1.2 context,,http://schema.org/catalog,named in context,catalog
RO-Crate 1.2 context,,http://schema.org/catalogNumber,named in context,catalogNumber
RO-Crate 1.2 context,,http://schema.org/category,named in context,category
RO-Crate 1.2 context,,http://schema.org/causeOf,named in context,causeOf
RO-Crate 1.2 context,,http://schema.org/ccRecipient,named in context,ccRecipient
RO-Crate 1.2 context,,http://schema.org/character,named in context,character
RO-Crate 1.2 context,,http://schema.org/characterAttribute,named in context,characterAttribute
RO-Crate 1.2 context,,http://schema.org/characterName,named in context,characterName
RO-Crate 1.2 context,,http://schema.org/cheatCode,named in context,cheatCode
RO-Crate 1.2 context,,http://schema.org/checkinTime,named in context,checkinTime
RO-Crate 1.2 context,,http://schema.org/checkoutPageURLTemplate,named in context,checkoutPageURLTemplate
RO-Crate 1.2 context,,http://schema.org/checkoutTime,named in context,checkoutTime
RO-Crate 1.2 context,,http://schema.org/chemicalComposition,named in context,chemicalComposition
RO-Crate 1.2 context,,http://schema.org/chemicalRole,named in context,chemicalRole
RO-Crate 1.2 context,,http://schema.org/childMaxAge,named in context,childMaxAge
RO-Crate 1.2 context,,http://schema.org/childMinAge,named in context,childMinAge
